"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"2034","86","98","84","328","10","650","319","1","358","7","786","8","4769","3"
"3823","82","185","42","374","3","626","215","1","413","6","365","7","6142","3"
"2012","72","117","82","448","8","377","309","1","593","7","227","4","4257","3"
"3664","98","103","86","51","10","684","265","1","410","8","314","9","5703","1"
"4735","61","105","52","342","8","738","396","1","237","7","443","6","7131","2"
"3697","79","184","60","48","9","708","399","1","230","7","1095","1","6518","3"
"2586","74","128","52","212","8","909","292","1","487","6","996","5","5756","4"
"4259","64","87","93","131","4","459","205","1","494","8","333","2","6140","2"
"2361","93","112","67","175","9","475","223","1","512","8","818","2","4856","3"
"4922","57","86","45","31","5","883","256","1","253","7","748","4","7298","3"
"4327","67","156","97","283","3","946","369","1","236","6","353","1","6845","3"
"3889","88","191","80","261","11","250","367","1","464","8","918","4","6532","3"
"3466","49","99","95","435","1","861","203","1","299","7","719","5","6240","3"
"2443","62","100","58","16","3","772","359","1","518","6","929","8","5275","3"
"4930","68","195","78","101","0","263","246","1","557","7","855","4","7305","1"
"2872","54","123","77","426","11","349","323","1","233","6","553","1","5029","4"
"2683","100","122","92","510","6","500","333","1","419","6","840","9","5621","1"
"4790","96","85","63","410","2","886","283","1","551","8","323","3","7501","1"
"3747","71","180","37","69","10","286","394","1","523","8","271","3","5600","3"
"4389","81","131","33","359","8","492","290","1","352","8","186","9","6339","3"
"3737","82","186","63","508","6","694","293","1","561","6","1079","1","7217","3"
"4672","55","198","93","379","8","503","381","1","544","7","658","4","7503","2"
"2652","80","94","33","271","0","873","311","1","380","7","870","10","5582","3"
"2060","93","151","91","100","0","390","225","1","479","6","673","9","4278","3"
"2184","97","165","69","302","5","495","278","1","579","8","468","10","4661","2"
"3534","73","103","68","485","10","533","274","1","306","7","784","7","6185","3"
"3164","52","107","37","446","6","272","295","1","437","6","351","10","5184","3"
"2235","52","182","97","226","9","307","297","1","379","7","462","3","4257","3"
"4473","46","168","36","339","6","759","304","1","342","6","868","5","7353","3"
"2934","60","112","51","152","0","640","316","1","480","7","958","10","5721","3"
"4379","76","120","61","106","5","997","218","1","444","7","716","10","7140","2"
"2689","72","175","46","200","7","836","358","1","510","6","187","7","5094","2"
"2515","58","156","50","233","5","388","315","1","337","7","696","4","4765","3"
"4868","99","83","80","31","2","458","303","1","465","8","740","7","7145","3"
"3316","93","160","51","108","10","460","226","1","407","7","980","8","5827","3"
"4124","73","154","95","54","10","771","392","1","305","6","557","8","6550","3"
"4040","61","136","58","75","0","599","288","1","227","8","734","1","6228","4"
"3136","97","146","66","305","11","372","223","1","486","6","610","3","5462","3"
"3113","61","88","69","407","8","677","250","1","342","8","778","2","5804","4"
"3181","87","80","45","240","5","948","269","1","379","7","786","5","6033","3"
"4231","53","131","86","286","5","687","233","1","240","8","981","3","6945","2"
"4449","79","146","31","261","7","673","255","1","377","8","820","4","7111","2"
"2766","80","96","48","121","3","632","365","1","462","7","287","6","4874","4"
"3854","66","199","31","367","5","397","335","1","387","6","877","8","6533","1"
"2188","98","112","43","41","5","463","334","1","292","8","185","5","3775","1"
"2823","55","108","70","362","4","486","240","1","442","7","792","7","5397","3"
"2476","56","176","34","419","5","482","260","1","204","7","393","10","4523","3"
"4777","100","79","56","64","0","800","205","1","379","8","1071","7","7547","2"
"3080","90","94","63","337","1","743","216","1","475","8","174","2","5284","3"
"4705","74","153","90","246","8","961","229","1","537","8","848","3","7863","4"
"3660","47","165","44","108","2","701","265","1","377","7","435","3","5815","3"
"3869","92","109","79","286","11","588","280","1","230","6","568","5","6124","3"
"4004","56","155","82","277","11","391","377","1","200","7","603","8","6172","2"
"2604","48","149","39","526","11","474","227","1","522","7","920","9","5537","3"
"3391","98","139","44","386","4","755","384","1","423","6","780","4","6415","1"
"2488","88","87","41","432","6","299","393","1","400","7","849","4","5095","3"
"2386","94","122","33","529","10","680","381","1","598","8","476","3","5321","4"
"2332","89","111","40","296","7","397","329","1","491","7","1046","3","5149","4"
"3006","64","81","80","150","3","511","351","1","509","7","966","7","5736","2"
"3125","85","151","95","498","2","287","373","1","536","7","630","3","5793","1"
"3506","50","188","53","145","6","860","200","1","424","7","497","7","5944","1"
"2728","75","182","52","104","10","250","357","1","418","7","1118","3","5305","3"
"2717","74","166","100","100","1","744","354","1","235","8","167","8","4675","4"
"4594","93","87","53","16","4","563","209","1","244","7","770","3","6644","2"
"4410","72","191","99","456","11","264","393","1","430","6","289","3","6625","2"
"4782","64","95","43","429","9","625","298","1","286","6","526","8","7172","4"
"4225","74","102","62","217","3","565","278","1","534","6","673","1","6741","3"
"3761","67","89","50","15","0","778","290","1","209","8","545","4","5817","4"
"3138","88","104","86","222","6","322","307","1","376","7","606","8","5271","3"
"4821","80","155","43","287","0","533","208","1","522","8","565","7","7230","4"
"2618","65","97","68","471","7","899","330","1","538","6","458","1","5559","2"
"4106","86","200","60","511","11","749","219","1","313","7","70","6","6339","1"
"4299","47","102","41","37","11","329","211","1","555","8","880","4","6525","3"
"2411","95","76","91","2","7","581","251","1","504","6","458","3","4486","4"
"3120","66","200","45","164","10","997","370","1","570","8","442","5","5998","3"
"3856","70","104","54","131","2","945","270","1","352","7","668","1","6461","1"
"4644","58","153","85","273","9","731","281","1","256","6","990","2","7489","3"
"2867","98","107","51","314","4","298","379","1","527","7","327","6","4986","2"
"3519","67","76","58","91","6","732","211","1","449","7","120","8","5345","2"
"4449","46","118","63","54","4","479","342","1","287","7","171","6","6027","3"
"2662","66","131","83","35","6","585","255","1","533","8","911","7","5283","3"
"2395","76","143","77","166","5","457","353","1","237","6","326","9","4251","3"
"3446","62","193","63","495","10","476","359","1","329","6","790","3","6233","2"
"2014","55","184","52","274","1","667","303","1","256","8","392","4","4211","2"
"3523","58","161","62","387","4","515","243","1","583","6","583","7","6133","3"
"2398","86","165","93","191","11","429","344","1","493","8","752","10","4981","4"
"3589","95","140","94","116","10","618","247","1","298","8","998","6","6220","2"
"2572","66","134","90","160","6","882","389","1","355","8","1055","8","5726","3"
"2491","80","156","70","196","2","376","288","1","570","7","1041","9","5287","4"
"2018","56","137","63","421","7","779","387","1","489","8","228","8","4602","2"
"3154","83","150","66","144","5","363","321","1","459","6","339","1","5092","2"
"3857","91","122","52","324","3","527","210","1","344","7","1014","3","6555","3"
"3335","94","134","59","251","11","507","300","1","286","6","243","2","5229","3"
"2891","95","81","30","176","4","692","206","1","584","7","273","5","5045","4"
"2224","86","171","74","116","0","658","400","1","506","7","126","5","4374","4"
"4321","74","89","54","107","4","279","372","1","581","6","1036","3","6927","3"
"2917","99","186","93","355","8","865","263","1","318","7","100","3","5215","3"
"3287","98","161","50","205","7","387","308","1","512","8","92","2","5118","1"
"2727","65","193","34","452","0","852","264","1","501","6","775","4","5874","3"
"3953","79","120","90","433","7","637","295","1","387","7","1078","7","7094","4"
"4254","85","177","68","200","2","880","299","1","302","6","600","2","6876","3"
"2251","49","188","33","158","10","872","270","1","252","7","1141","1","5233","2"
"2987","81","150","55","289","11","751","345","1","476","6","96","7","5255","3"
"2092","82","174","43","516","5","717","373","1","377","8","918","8","5314","3"
"4151","62","172","70","371","9","901","275","1","468","7","794","10","7291","4"
"2827","47","142","36","443","10","974","380","1","374","6","225","3","5468","4"
"4939","48","100","63","12","4","962","380","1","487","6","695","3","7700","2"
"3085","66","187","39","378","2","893","375","1","356","7","205","8","5602","3"
"3957","87","168","64","216","3","388","284","1","226","8","703","5","6110","2"
"3197","94","116","39","426","8","648","387","1","391","6","135","3","5451","3"
"3602","89","135","83","163","3","914","352","1","289","6","145","9","5791","3"
"2631","61","114","96","367","3","623","278","1","410","8","51","6","4649","4"
"4208","48","142","42","449","3","855","367","1","283","7","374","1","6780","4"
"3652","53","190","34","149","11","495","396","1","386","8","487","9","5871","3"
"4678","71","161","77","529","6","559","372","1","361","8","312","7","7142","3"
"3427","68","114","92","461","1","689","393","1","322","7","829","1","6405","3"
"2039","74","92","50","510","7","529","244","1","203","6","593","5","4353","3"
"2176","79","121","35","344","2","642","386","1","483","7","1143","9","5428","3"
"2976","95","173","62","136","6","643","362","1","428","6","206","4","5098","3"
"2098","68","162","53","444","2","355","385","1","214","7","988","10","4787","4"
"2750","79","199","38","194","5","437","320","1","218","6","219","10","4476","4"
"4965","68","187","32","377","7","734","247","1","496","8","1140","6","8268","4"
"2831","58","137","35","178","5","814","399","1","408","8","46","6","4926","2"
"4864","79","194","59","356","4","992","305","1","225","7","511","6","7603","3"
"4876","64","177","38","313","0","596","215","1","300","6","463","8","7057","4"
"2317","66","83","32","81","8","728","240","1","340","8","358","8","4270","4"
"4691","90","86","48","352","7","625","314","1","357","6","272","8","6857","1"
"2441","75","139","49","13","1","654","375","1","402","6","216","10","4382","1"
"4257","78","187","38","301","10","498","204","1","317","7","488","6","6392","2"
"4733","69","101","30","347","2","463","212","1","426","7","173","8","6572","3"
"2885","48","185","48","233","11","273","201","1","487","7","543","1","4923","3"
"3574","91","177","56","119","10","456","356","1","489","8","691","6","6034","4"
"2722","74","147","32","191","11","905","292","1","504","6","158","7","5050","3"
"2149","90","101","42","526","8","378","332","1","370","7","351","6","4361","4"
"2444","78","145","36","360","5","851","243","1","578","6","845","6","5598","3"
"3861","100","99","93","206","0","628","217","1","201","7","149","1","5563","2"
"2182","63","174","34","181","8","407","330","1","200","8","155","5","3748","1"
"3428","91","79","44","313","6","485","384","1","415","7","299","2","5554","3"
"3532","68","92","44","384","11","377","398","1","301","6","1092","6","6312","3"
"4337","58","168","53","162","7","963","357","1","488","7","89","1","6691","1"
"4751","59","178","64","506","5","962","347","1","249","8","129","3","7262","2"
"3669","94","169","92","148","11","503","340","1","275","8","559","2","5871","3"
"3692","95","155","78","30","9","887","329","1","302","7","437","3","6025","3"
"3037","91","182","71","521","9","541","367","1","259","6","693","4","5782","3"
"3547","70","78","74","327","0","985","239","1","246","7","170","2","5746","3"
"3297","58","190","38","232","0","664","241","1","370","7","334","2","5434","2"
"4076","96","147","36","323","11","290","247","1","429","7","129","9","5801","1"
"2091","46","178","60","499","3","574","244","1","367","6","502","7","4578","1"
"4951","80","193","60","459","10","881","319","1","588","6","183","5","7736","3"
"4351","85","115","32","124","7","740","249","1","588","7","559","5","6863","3"
"2327","73","110","36","487","6","399","367","1","409","7","377","6","4605","3"
"4763","52","146","77","438","0","521","254","1","485","7","1066","2","7812","3"
"4718","78","86","83","446","0","859","392","1","422","8","273","1","7367","3"
"2559","65","158","36","292","7","853","296","1","401","6","986","10","5670","3"
"4466","65","156","54","215","2","702","384","1","480","7","458","5","6995","2"
"3922","58","162","60","131","5","899","338","1","404","6","62","7","6055","1"
